[Name]
Series 1 at /LINE:Line 1

[Data]
X [ m ],Velocity [ m s^-1 ]
9.46146995e-02, 3.42100611e-06
9.49550420e-02, 3.79334347e-06
9.52953845e-02, 4.16208331e-06
9.56357270e-02, 4.53088296e-06
9.59760696e-02, 4.90203774e-06
9.63164121e-02, 5.27659495e-06
9.66567546e-02, 5.64034553e-06
9.69970971e-02, 6.00411340e-06
9.73374397e-02, 6.36788764e-06
9.76777822e-02, 6.73166778e-06
9.80181247e-02, 7.02834495e-06
9.83584672e-02, 7.30474994e-06
9.86988097e-02, 7.58115993e-06
9.90391523e-02, 7.85757584e-06
9.93794948e-02, 8.13399492e-06
9.97198373e-02, 8.40117991e-06
1.00060180e-01, 8.55011695e-06
1.00400522e-01, 8.67296330e-06
1.00740865e-01, 8.79583240e-06
1.01081207e-01, 8.91872332e-06
1.01421550e-01, 9.02293141e-06
1.01761892e-01, 9.09340542e-06
1.02102235e-01, 9.16529189e-06
1.02442577e-01, 9.12812902e-06
1.02782920e-01, 9.04023818e-06
1.03123263e-01, 8.95249923e-06
1.03463605e-01, 8.86491125e-06
1.03803948e-01, 8.77748153e-06
1.04144290e-01, 8.68998359e-06
1.04484633e-01, 8.57026589e-06
1.04824975e-01, 8.45028626e-06
1.05165318e-01, 8.23014761e-06
1.05505660e-01, 7.90682134e-06
1.05846003e-01, 7.49391847e-06
1.06186345e-01, 7.08139305e-06
1.06526688e-01, 6.66930919e-06
1.06867030e-01, 6.25776102e-06
1.07207373e-01, 5.84685949e-06
1.07547715e-01, 5.43675105e-06
1.07888058e-01, 5.02762714e-06
1.08228400e-01, 4.61975424e-06
1.08568743e-01, 4.17396859e-06
1.08909085e-01, 3.65647156e-06
1.09249428e-01, 3.14774729e-06
1.09589770e-01, 2.65284098e-06
1.09930113e-01, 2.26204725e-06
1.10270455e-01, 1.88931403e-06
1.10610798e-01, 1.51753625e-06
1.10951141e-01, 1.14763918e-06
1.11291483e-01, 7.82296922e-07
1.11631826e-01, 4.33184852e-07
1.11972168e-01, 2.05641058e-07
1.12312511e-01, 6.56120960e-07
1.12652853e-01, 1.25588338e-06
1.12993196e-01, 1.86615262e-06
1.13333538e-01, 2.59482499e-06
1.13673881e-01, 3.39266580e-06
1.14014223e-01, 4.19119533e-06
1.14354566e-01, 4.99008047e-06
1.14694908e-01, 5.78917479e-06
1.15035251e-01, 6.58840145e-06
1.15375593e-01, 7.38772042e-06
1.15715936e-01, 8.18710214e-06
1.16056278e-01, 8.98653070e-06
1.16396621e-01, 9.78599928e-06
1.16736963e-01, 1.05966055e-05
1.17077306e-01, 1.14448676e-05
1.17417648e-01, 1.23408190e-05
1.17757991e-01, 1.32371270e-05
1.18098333e-01, 1.41337214e-05
1.18438676e-01, 1.50305559e-05
1.18779019e-01, 1.59275860e-05
1.19119361e-01, 1.68247861e-05
1.19459704e-01, 1.77221245e-05
1.19800046e-01, 1.86195866e-05
1.20140389e-01, 1.95171560e-05
1.20480731e-01, 2.04148200e-05
1.20821074e-01, 2.13125604e-05
1.21161416e-01, 2.22103681e-05
1.21501759e-01, 2.31082449e-05
1.21842101e-01, 2.40061654e-05
1.22182444e-01, 2.49041386e-05
1.22522786e-01, 2.57997144e-05
1.22863129e-01, 2.66908191e-05
1.23203471e-01, 2.76338578e-05
1.23543814e-01, 2.85926562e-05
1.23884156e-01, 2.95514947e-05
1.24224499e-01, 3.05103731e-05
1.24564841e-01, 3.14692807e-05
1.24905184e-01, 3.24282155e-05
1.25245526e-01, 3.33871831e-05
1.25585869e-01, 3.44234504e-05
1.25926211e-01, 3.55193843e-05
1.26266554e-01, 3.66153363e-05
1.26606897e-01, 3.77112920e-05
1.26947239e-01, 3.88072694e-05
1.27287582e-01, 3.99032506e-05
1.27627924e-01, 4.09992463e-05
1.27968267e-01, 4.20952492e-05
1.28308609e-01, 4.31912631e-05
1.28648952e-01, 4.42872843e-05
1.28989294e-01, 4.53832945e-05
1.29329637e-01, 4.64793229e-05
1.29669979e-01, 4.75568486e-05
1.30010322e-01, 4.85654564e-05
1.30350664e-01, 4.95740605e-05
1.30691007e-01, 5.06212091e-05
1.31031349e-01, 5.16759428e-05
1.31371692e-01, 5.27306875e-05
1.31712034e-01, 5.37854430e-05
1.32052377e-01, 5.48402168e-05
1.32392719e-01, 5.58950123e-05
1.32733062e-01, 5.69498116e-05
1.33073404e-01, 5.80046180e-05
1.33413747e-01, 5.90594391e-05
1.33754089e-01, 6.01142783e-05
1.34094432e-01, 6.11691139e-05
1.34434775e-01, 6.22239750e-05
1.34775117e-01, 6.32788287e-05
1.35115460e-01, 6.43336971e-05
1.35455802e-01, 6.53885800e-05
1.35796145e-01, 6.64434556e-05
1.36136487e-01, 6.74983530e-05
1.36476830e-01, 6.85532577e-05
1.36817172e-01, 6.96081552e-05
1.37157515e-01, 7.06630744e-05
1.37497857e-01, 7.17179937e-05
1.37838200e-01, 7.27729275e-05
1.38178542e-01, 7.38278613e-05
1.38518885e-01, 7.49125247e-05
1.38859227e-01, 7.60006587e-05
1.39199570e-01, 7.69715989e-05
1.39539912e-01, 7.77472087e-05
1.39880255e-01, 7.85228331e-05
1.40220597e-01, 7.94037551e-05
1.40560940e-01, 8.03860530e-05
1.40901282e-01, 8.13683437e-05
1.41241625e-01, 8.23506562e-05
1.41581967e-01, 8.33329832e-05
1.41922310e-01, 8.43153102e-05
1.42262653e-01, 8.52976591e-05
1.42602995e-01, 8.62800152e-05
1.42943338e-01, 8.72623714e-05
1.43283680e-01, 8.82447712e-05
1.43624023e-01, 8.92271564e-05
1.43964365e-01, 9.02095489e-05
1.44304708e-01, 9.11919342e-05
1.44645050e-01, 9.21743558e-05
1.44985393e-01, 9.31567847e-05
1.45325735e-01, 9.41391991e-05
1.45666078e-01, 9.51216498e-05
1.46006420e-01, 9.61040860e-05
1.46346763e-01, 9.69050161e-05
1.46687105e-01, 9.76856027e-05
1.47027448e-01, 9.84662038e-05
1.47367790e-01, 9.92468122e-05
1.47708133e-01, 1.00027413e-04
1.48048475e-01, 1.00808036e-04
1.48388818e-01, 1.01760619e-04
1.48729160e-01, 1.02716847e-04
1.49069503e-01, 1.03673105e-04
1.49409845e-01, 1.04629413e-04
1.49750188e-01, 1.05585736e-04
1.50090531e-01, 1.06542080e-04
1.50430873e-01, 1.07498432e-04
1.50771216e-01, 1.08454828e-04
1.51111558e-01, 1.09411230e-04
1.51451901e-01, 1.10367677e-04
1.51792243e-01, 1.11220157e-04
1.52132586e-01, 1.12071924e-04
1.52472928e-01, 1.12923677e-04
1.52813271e-01, 1.13775437e-04
1.53153613e-01, 1.14627226e-04
1.53493956e-01, 1.15479008e-04
1.53834298e-01, 1.16330797e-04
1.54174641e-01, 1.17182593e-04
1.54514983e-01, 1.18034412e-04
1.54855326e-01, 1.18886252e-04
1.55195668e-01, 1.19820179e-04
1.55536011e-01, 1.20803175e-04
1.55876353e-01, 1.21786194e-04
1.56216696e-01, 1.22756755e-04
1.56557038e-01, 1.23642501e-04
1.56897381e-01, 1.24528247e-04
1.57237723e-01, 1.25414052e-04
1.57578066e-01, 1.26299841e-04
1.57918409e-01, 1.27185645e-04
1.58258751e-01, 1.28071435e-04
1.58599094e-01, 1.28957239e-04
1.58939436e-01, 1.29843073e-04
1.59279779e-01, 1.30728906e-04
1.59620121e-01, 1.31614754e-04
1.59960464e-01, 1.32500616e-04
1.60300806e-01, 1.33511348e-04
1.60641149e-01, 1.34543501e-04
1.60981491e-01, 1.35575654e-04
1.61321834e-01, 1.36567294e-04
1.61662176e-01, 1.37270690e-04
1.62002519e-01, 1.38013347e-04
1.62342861e-01, 1.38755990e-04
1.62683204e-01, 1.39498676e-04
1.63023546e-01, 1.40241362e-04
1.63363889e-01, 1.40984019e-04
1.63704231e-01, 1.41726705e-04
1.64044574e-01, 1.42469391e-04
1.64384916e-01, 1.43212063e-04
1.64725259e-01, 1.43954763e-04
1.65065601e-01, 1.44697420e-04
1.65405944e-01, 1.45440106e-04
1.65746287e-01, 1.46182807e-04
1.66086629e-01, 1.46925478e-04
1.66426972e-01, 1.47668194e-04
1.66767314e-01, 1.48410894e-04
1.67107657e-01, 1.49153595e-04
1.67447999e-01, 1.49896281e-04
1.67788342e-01, 1.50639011e-04
1.68128684e-01, 1.51381711e-04
1.68469027e-01, 1.52124441e-04
1.68809369e-01, 1.52848253e-04
1.69149712e-01, 1.53590954e-04
1.69490054e-01, 1.54333669e-04
1.69830397e-01, 1.55097645e-04
1.70170739e-01, 1.55896647e-04
1.70511082e-01, 1.56695693e-04
1.70851424e-01, 1.57494738e-04
1.71191767e-01, 1.58293813e-04
1.71532109e-01, 1.59092917e-04
1.71872452e-01, 1.59892064e-04
1.72212794e-01, 1.60691183e-04
1.72553137e-01, 1.61490345e-04
1.72893479e-01, 1.62289522e-04
1.73233822e-01, 1.63088727e-04
1.73574165e-01, 1.63887933e-04
1.73914507e-01, 1.64687182e-04
1.74254850e-01, 1.65486432e-04
1.74595192e-01, 1.66279613e-04
1.74935535e-01, 1.67056540e-04
1.75275877e-01, 1.67790189e-04
1.75616220e-01, 1.68466591e-04
1.75956562e-01, 1.69142964e-04
1.76296905e-01, 1.69819337e-04
1.76637247e-01, 1.70495725e-04
1.76977590e-01, 1.71172098e-04
1.77317932e-01, 1.71848471e-04
1.77658275e-01, 1.72524858e-04
1.77998617e-01, 1.73201261e-04
1.78338960e-01, 1.73877677e-04
1.78679302e-01, 1.74554065e-04
1.79019645e-01, 1.75230423e-04
1.79359987e-01, 1.75906855e-04
1.79700330e-01, 1.76583257e-04
1.80040672e-01, 1.77259659e-04
1.80381015e-01, 1.77936075e-04
1.80721357e-01, 1.78612463e-04
1.81061700e-01, 1.79288880e-04
1.81402043e-01, 1.79970521e-04
1.81742385e-01, 1.80659830e-04
1.82082728e-01, 1.81352967e-04
1.82423070e-01, 1.82067306e-04
1.82763413e-01, 1.82781718e-04
1.83103755e-01, 1.83496071e-04
1.83444098e-01, 1.84210439e-04
1.83784440e-01, 1.84924778e-04
1.84124783e-01, 1.85639146e-04
1.84465125e-01, 1.86353514e-04
1.84805468e-01, 1.87067868e-04
1.85145810e-01, 1.87782251e-04
1.85486153e-01, 1.88496619e-04
1.85826495e-01, 1.89211001e-04
1.86166838e-01, 1.89925369e-04
1.86507180e-01, 1.90639737e-04
1.86847523e-01, 1.91354105e-04
1.87187865e-01, 1.92068488e-04
1.87528208e-01, 1.92782871e-04
1.87868550e-01, 1.93463289e-04
1.88208893e-01, 1.93966465e-04
1.88549235e-01, 1.94469700e-04
1.88889578e-01, 1.94972919e-04
1.89229921e-01, 1.95476183e-04
1.89570263e-01, 1.95981280e-04
1.89910606e-01, 1.96489491e-04
1.90250948e-01, 1.96997673e-04
1.90591291e-01, 1.97505884e-04
1.90931633e-01, 1.98014066e-04
1.91271976e-01, 1.98522277e-04
1.91612318e-01, 1.99030474e-04
1.91952661e-01, 1.99538685e-04
1.92293003e-01, 2.00046896e-04
1.92633346e-01, 2.00555092e-04
1.92973688e-01, 2.01063303e-04
1.93314031e-01, 2.01571544e-04
1.93654373e-01, 2.02079755e-04
1.93994716e-01, 2.02680429e-04
1.94335058e-01, 2.03292235e-04
1.94675401e-01, 2.03904085e-04
1.95015743e-01, 2.04380471e-04
1.95356086e-01, 2.04880504e-04
1.95696428e-01, 2.05403005e-04
1.96036771e-01, 2.05925506e-04
1.96377113e-01, 2.06447992e-04
1.96717456e-01, 2.06970493e-04
1.97057799e-01, 2.07493009e-04
1.97398141e-01, 2.08015510e-04
1.97738484e-01, 2.08538026e-04
1.98078826e-01, 2.09059013e-04
1.98419169e-01, 2.09583042e-04
1.98759511e-01, 2.10105529e-04
1.99099854e-01, 2.10628030e-04
1.99440196e-01, 2.11150546e-04
1.99780539e-01, 2.11673076e-04
2.00120881e-01, 2.12180239e-04
2.00461224e-01, 2.12643790e-04
2.00801566e-01, 2.13107371e-04
2.01141909e-01, 2.13570922e-04
2.01482251e-01, 2.14034502e-04
2.01822594e-01, 2.14498083e-04
2.02162936e-01, 2.14961619e-04
2.02503279e-01, 2.15425214e-04
2.02843621e-01, 2.15891880e-04
2.03183964e-01, 2.16371147e-04
2.03524306e-01, 2.16850502e-04
2.03864649e-01, 2.17329783e-04
2.04204991e-01, 2.17809138e-04
2.04545334e-01, 2.18288464e-04
2.04885677e-01, 2.18767789e-04
2.05226019e-01, 2.19247100e-04
2.05566362e-01, 2.19726455e-04
2.05906704e-01, 2.20205780e-04
2.06247047e-01, 2.20685135e-04
2.06587389e-01, 2.21108203e-04
2.06927732e-01, 2.21480790e-04
2.07268074e-01, 2.21853421e-04
2.07608417e-01, 2.22226037e-04
2.07948759e-01, 2.22598683e-04
2.08289102e-01, 2.22971343e-04
2.08629444e-01, 2.23343915e-04
2.08969787e-01, 2.23716590e-04
2.09310129e-01, 2.24089221e-04
2.09650472e-01, 2.24461866e-04
2.09990814e-01, 2.24834526e-04
2.10331157e-01, 2.25207201e-04
2.10671499e-01, 2.25579861e-04
2.11011842e-01, 2.25967597e-04
2.11352184e-01, 2.26410819e-04
2.11692527e-01, 2.26854070e-04
2.12032869e-01, 2.27297278e-04
2.12373212e-01, 2.27711731e-04
2.12713555e-01, 2.28067380e-04
2.13053897e-01, 2.28423043e-04
2.13394240e-01, 2.28778707e-04
2.13734582e-01, 2.29134326e-04
2.14074925e-01, 2.29489990e-04
2.14415267e-01, 2.29845697e-04
2.14755610e-01, 2.30201316e-04
2.15095952e-01, 2.30562553e-04
2.15436295e-01, 2.30912628e-04
2.15776637e-01, 2.31268306e-04
2.16116980e-01, 2.31641694e-04
2.16457322e-01, 2.32044811e-04
2.16797665e-01, 2.32447943e-04
2.17138007e-01, 2.32851075e-04
2.17478350e-01, 2.33254206e-04
2.17818692e-01, 2.33657265e-04
2.18159035e-01, 2.34059669e-04
2.18499377e-01, 2.34456835e-04
2.18839720e-01, 2.34809908e-04
2.19180062e-01, 2.35146115e-04
2.19520405e-01, 2.35482366e-04
2.19860747e-01, 2.35818618e-04
2.20201090e-01, 2.36154883e-04
2.20541432e-01, 2.36491120e-04
2.20881775e-01, 2.36877735e-04
2.21222118e-01, 2.37269807e-04
2.21562460e-01, 2.37661865e-04
2.21902803e-01, 2.38053894e-04
2.22243145e-01, 2.38445966e-04
2.22583488e-01, 2.38838009e-04
2.22923830e-01, 2.39230081e-04
2.23264173e-01, 2.39622139e-04
2.23604515e-01, 2.40014226e-04
2.23944858e-01, 2.40406283e-04
2.24285200e-01, 2.40742069e-04
2.24625543e-01, 2.41060116e-04
2.24965885e-01, 2.41378104e-04
2.25306228e-01, 2.41702786e-04
2.25646570e-01, 2.42029069e-04
2.25986913e-01, 2.42355440e-04
2.26327255e-01, 2.42681737e-04
2.26667598e-01, 2.43008064e-04
2.27007940e-01, 2.43334420e-04
2.27348283e-01, 2.43660746e-04
2.27688625e-01, 2.43987088e-04
2.28028968e-01, 2.44313385e-04
2.28369310e-01, 2.44639785e-04
2.28709653e-01, 2.44966068e-04
2.29049996e-01, 2.45292409e-04
2.29390338e-01, 2.45612900e-04
2.29730681e-01, 2.45865987e-04
2.30071023e-01, 2.46119045e-04
2.30411366e-01, 2.46372132e-04
2.30751708e-01, 2.46625161e-04
2.31092051e-01, 2.46878219e-04
2.31432393e-01, 2.47131276e-04
2.31772736e-01, 2.47384305e-04
2.32113078e-01, 2.47656921e-04
2.32453421e-01, 2.47937307e-04
2.32793763e-01, 2.48217722e-04
2.33134106e-01, 2.48498109e-04
2.33474448e-01, 2.48778524e-04
2.33814791e-01, 2.49058881e-04
2.34155133e-01, 2.49339326e-04
2.34495476e-01, 2.49619683e-04
2.34835818e-01, 2.49900098e-04
2.35176161e-01, 2.50179844e-04
2.35516503e-01, 2.50428624e-04
2.35856846e-01, 2.50677462e-04
2.36197188e-01, 2.50926270e-04
2.36537531e-01, 2.51175079e-04
2.36877874e-01, 2.51423917e-04
2.37218216e-01, 2.51672696e-04
2.37558559e-01, 2.51921505e-04
2.37898901e-01, 2.52170285e-04
2.38239244e-01, 2.52419093e-04
2.38579586e-01, 2.52667902e-04
2.38919929e-01, 2.52919825e-04
2.39260271e-01, 2.53178703e-04
2.39600614e-01, 2.53437611e-04
2.39940956e-01, 2.53696518e-04
2.40281299e-01, 2.53955455e-04
2.40621641e-01, 2.54214392e-04
2.40961984e-01, 2.54469749e-04
2.41302326e-01, 2.54691695e-04
2.41642669e-01, 2.54913641e-04
2.41983011e-01, 2.55135616e-04
2.42323354e-01, 2.55357591e-04
2.42663696e-01, 2.55579449e-04
2.43004039e-01, 2.55801453e-04
2.43344381e-01, 2.56023370e-04
2.43684724e-01, 2.56245316e-04
2.44025066e-01, 2.56467232e-04
2.44365409e-01, 2.56689265e-04
2.44705752e-01, 2.56911182e-04
2.45046094e-01, 2.57133099e-04
2.45386437e-01, 2.57355103e-04
2.45726779e-01, 2.57576758e-04
2.46067122e-01, 2.57793989e-04
2.46407464e-01, 2.58011220e-04
2.46747807e-01, 2.58228451e-04
2.47088149e-01, 2.58442655e-04
2.47428492e-01, 2.58647342e-04
2.47768834e-01, 2.58852029e-04
2.48109177e-01, 2.59056687e-04
2.48449519e-01, 2.59261404e-04
2.48789862e-01, 2.59466120e-04
2.49130204e-01, 2.59670807e-04
2.49470547e-01, 2.59875465e-04
2.49810889e-01, 2.60080153e-04
2.50151217e-01, 2.60284840e-04
2.50491560e-01, 2.60489527e-04
2.50831902e-01, 2.60694243e-04
2.51172245e-01, 2.60898931e-04
2.51512587e-01, 2.61103589e-04
2.51852930e-01, 2.61308305e-04
2.52193272e-01, 2.61507026e-04
2.52533615e-01, 2.61698093e-04
2.52873957e-01, 2.61889159e-04
2.53214300e-01, 2.62073911e-04
2.53554642e-01, 2.62258633e-04
2.53894985e-01, 2.62443442e-04
2.54235327e-01, 2.62628222e-04
2.54575670e-01, 2.62813002e-04
2.54916012e-01, 2.62997783e-04
2.55256355e-01, 2.63182563e-04
2.55596697e-01, 2.63367285e-04
2.55937040e-01, 2.63552123e-04
2.56277382e-01, 2.63736874e-04
2.56617725e-01, 2.63921655e-04
2.56958067e-01, 2.64106464e-04
