[Name]
Series 1 at /LINE:Line 1

[Data]
X [ m ],Velocity [ m s^-1 ]
1.20140389e-01, 2.45737683e-05
1.20480731e-01, 2.54225542e-05
1.20821074e-01, 2.62713602e-05
1.21161416e-01, 2.71201880e-05
1.21501759e-01, 2.79690357e-05
1.21842101e-01, 2.88178999e-05
1.22182444e-01, 2.96667804e-05
1.22522786e-01, 3.05156718e-05
1.22863129e-01, 3.13645833e-05
1.23203471e-01, 3.22135056e-05
1.23543814e-01, 3.30988587e-05
1.23884156e-01, 3.44093605e-05
1.24224499e-01, 3.57199133e-05
1.24564841e-01, 3.70305170e-05
1.24905184e-01, 3.83411716e-05
1.25245526e-01, 3.96518553e-05
1.25585869e-01, 4.09625864e-05
1.25926211e-01, 4.22733319e-05
1.26266554e-01, 4.35841066e-05
1.26606897e-01, 4.48948922e-05
1.26947239e-01, 4.62057033e-05
1.27287582e-01, 4.75165398e-05
1.27627924e-01, 4.85321507e-05
1.27968267e-01, 4.94267770e-05
1.28308609e-01, 5.03216033e-05
1.28648952e-01, 5.12165825e-05
1.28989294e-01, 5.21117436e-05
1.29329637e-01, 5.30070611e-05
1.29669979e-01, 5.39025204e-05
1.30010322e-01, 5.47981399e-05
1.30350664e-01, 5.57027452e-05
1.30691007e-01, 5.66162707e-05
1.31031349e-01, 5.75298145e-05
1.31371692e-01, 5.84433728e-05
1.31712034e-01, 5.93569494e-05
1.32052377e-01, 6.02705331e-05
1.32392719e-01, 6.11841315e-05
1.32733062e-01, 6.20977517e-05
1.33073404e-01, 6.30113645e-05
1.33413747e-01, 6.39250065e-05
1.33754089e-01, 6.48386558e-05
1.34094432e-01, 6.57522978e-05
1.34434775e-01, 6.66659762e-05
1.34775117e-01, 6.75796473e-05
1.35115460e-01, 6.84933329e-05
1.35455802e-01, 6.94070332e-05
1.35796145e-01, 7.03207479e-05
1.36136487e-01, 7.12431793e-05
1.36476830e-01, 7.21958786e-05
1.36817172e-01, 7.31485707e-05
1.37157515e-01, 7.41012918e-05
1.37497857e-01, 7.50539984e-05
1.37838200e-01, 7.60067196e-05
1.38178542e-01, 7.69594481e-05
1.38518885e-01, 7.79121910e-05
1.38859227e-01, 7.88649268e-05
1.39199570e-01, 7.98176916e-05
1.39539912e-01, 8.07704273e-05
1.39880255e-01, 8.17231921e-05
1.40220597e-01, 8.26759424e-05
1.40560940e-01, 8.36287145e-05
1.40901282e-01, 8.47290939e-05
1.41241625e-01, 8.61261724e-05
1.41581967e-01, 8.75232363e-05
1.41922310e-01, 8.89203293e-05
1.42262653e-01, 9.03173932e-05
1.42602995e-01, 9.17144644e-05
1.42943338e-01, 9.31115428e-05
1.43283680e-01, 9.45086285e-05
1.43624023e-01, 9.59057070e-05
1.43964365e-01, 9.73027782e-05
1.44304708e-01, 9.86998639e-05
1.44645050e-01, 1.00096950e-04
1.44985393e-01, 1.01494028e-04
1.45325735e-01, 1.02891099e-04
1.45666078e-01, 1.03889965e-04
1.46006420e-01, 1.04550170e-04
1.46346763e-01, 1.05210420e-04
1.46687105e-01, 1.05870633e-04
1.47027448e-01, 1.06530868e-04
1.47367790e-01, 1.07191096e-04
1.47708133e-01, 1.07851331e-04
1.48048475e-01, 1.08511544e-04
1.48388818e-01, 1.09171771e-04
1.48729160e-01, 1.09831992e-04
1.49069503e-01, 1.10487512e-04
1.49409845e-01, 1.11152454e-04
1.49750188e-01, 1.11812675e-04
1.50090531e-01, 1.12472917e-04
1.50430873e-01, 1.13133145e-04
1.50771216e-01, 1.13793380e-04
1.51111558e-01, 1.14453615e-04
1.51451901e-01, 1.15113835e-04
1.51792243e-01, 1.15774070e-04
1.52132586e-01, 1.16434305e-04
1.52472928e-01, 1.17094525e-04
1.52813271e-01, 1.17754767e-04
1.53153613e-01, 1.18414988e-04
1.53493956e-01, 1.19463191e-04
1.53834298e-01, 1.20571822e-04
1.54174641e-01, 1.21680474e-04
1.54514983e-01, 1.22580139e-04
1.54855326e-01, 1.23172824e-04
1.55195668e-01, 1.23827762e-04
1.55536011e-01, 1.24820726e-04
1.55876353e-01, 1.25813720e-04
1.56216696e-01, 1.26806699e-04
1.56557038e-01, 1.27799678e-04
1.56897381e-01, 1.28792657e-04
1.57237723e-01, 1.29785651e-04
1.57578066e-01, 1.30778615e-04
1.57918409e-01, 1.31771609e-04
1.58258751e-01, 1.32764617e-04
1.58599094e-01, 1.33757596e-04
1.58939436e-01, 1.34750589e-04
1.59279779e-01, 1.35743554e-04
1.59620121e-01, 1.36737857e-04
1.59960464e-01, 1.37729527e-04
1.60300806e-01, 1.38722535e-04
1.60641149e-01, 1.39715514e-04
1.60981491e-01, 1.40708522e-04
1.61321834e-01, 1.41701516e-04
1.61662176e-01, 1.42694509e-04
1.62002519e-01, 1.43687488e-04
1.62342861e-01, 1.44667007e-04
1.62683204e-01, 1.45269136e-04
1.63023546e-01, 1.45871250e-04
1.63363889e-01, 1.46473365e-04
1.63704231e-01, 1.47075509e-04
1.64044574e-01, 1.47677638e-04
1.64384916e-01, 1.48279752e-04
1.64725259e-01, 1.48881896e-04
1.65065601e-01, 1.49484025e-04
1.65405944e-01, 1.50086184e-04
1.65746287e-01, 1.50688327e-04
1.66086629e-01, 1.51290500e-04
1.66426972e-01, 1.51892658e-04
1.66767314e-01, 1.52494831e-04
1.67107657e-01, 1.53097004e-04
1.67447999e-01, 1.53699162e-04
1.67788342e-01, 1.54430454e-04
1.68128684e-01, 1.55348549e-04
1.68469027e-01, 1.56266600e-04
1.68809369e-01, 1.57184710e-04
1.69149712e-01, 1.58102790e-04
1.69490054e-01, 1.58985436e-04
1.69830397e-01, 1.59593517e-04
1.70170739e-01, 1.60201584e-04
1.70511082e-01, 1.60809679e-04
1.70851424e-01, 1.61417731e-04
1.71191767e-01, 1.62025797e-04
1.71532109e-01, 1.62633878e-04
1.71872452e-01, 1.63241959e-04
1.72212794e-01, 1.63849996e-04
1.72553137e-01, 1.64458077e-04
1.72893479e-01, 1.65255216e-04
1.73233822e-01, 1.66101498e-04
1.73574165e-01, 1.66947779e-04
1.73914507e-01, 1.67794075e-04
1.74254850e-01, 1.68640385e-04
1.74595192e-01, 1.69486637e-04
1.74935535e-01, 1.70332933e-04
1.75275877e-01, 1.71179272e-04
1.75616220e-01, 1.72025539e-04
1.75956562e-01, 1.72871849e-04
1.76296905e-01, 1.73718130e-04
1.76637247e-01, 1.74446628e-04
1.76977590e-01, 1.74977846e-04
1.77317932e-01, 1.75509107e-04
1.77658275e-01, 1.76040354e-04
1.77998617e-01, 1.76571601e-04
1.78338960e-01, 1.77102833e-04
1.78679302e-01, 1.77634094e-04
1.79019645e-01, 1.78165326e-04
1.79359987e-01, 1.78756382e-04
1.79700330e-01, 1.79475493e-04
1.80040672e-01, 1.80194576e-04
1.80381015e-01, 1.80913688e-04
1.80721357e-01, 1.81632786e-04
1.81061700e-01, 1.82351869e-04
1.81402043e-01, 1.83070981e-04
1.81742385e-01, 1.83790107e-04
1.82082728e-01, 1.84509234e-04
1.82423070e-01, 1.85228360e-04
1.82763413e-01, 1.85947487e-04
1.83103755e-01, 1.86666628e-04
1.83444098e-01, 1.87385769e-04
1.83784440e-01, 1.88104910e-04
1.84124783e-01, 1.88824008e-04
1.84465125e-01, 1.89543149e-04
1.84805468e-01, 1.90164938e-04
1.85145810e-01, 1.90673120e-04
1.85486153e-01, 1.91181360e-04
1.85826495e-01, 1.91689600e-04
1.86166838e-01, 1.92197796e-04
1.86507180e-01, 1.92706008e-04
1.86847523e-01, 1.93214233e-04
1.87187865e-01, 1.93722415e-04
1.87528208e-01, 1.94230641e-04
1.87868550e-01, 1.94738881e-04
1.88208893e-01, 1.95247063e-04
1.88549235e-01, 1.95755289e-04
1.88889578e-01, 1.96263500e-04
1.89229921e-01, 1.96771711e-04
1.89570263e-01, 1.97279936e-04
1.89910606e-01, 1.97788147e-04
1.90250948e-01, 1.98296344e-04
1.90591291e-01, 1.98804555e-04
1.90931633e-01, 1.99312766e-04
1.91271976e-01, 1.99820992e-04
1.91612318e-01, 2.00492184e-04
1.91952661e-01, 2.01177842e-04
1.92293003e-01, 2.01863513e-04
1.92633346e-01, 2.02549170e-04
1.92973688e-01, 2.03111806e-04
1.93314031e-01, 2.03521922e-04
1.93654373e-01, 2.03931981e-04
1.93994716e-01, 2.04342054e-04
1.94335058e-01, 2.04752141e-04
1.94675401e-01, 2.05162214e-04
1.95015743e-01, 2.05572302e-04
1.95356086e-01, 2.05982389e-04
1.95696428e-01, 2.06501369e-04
1.96036771e-01, 2.07037010e-04
1.96377113e-01, 2.07572681e-04
1.96717456e-01, 2.08108337e-04
1.97057799e-01, 2.08643964e-04
1.97398141e-01, 2.09179620e-04
1.97738484e-01, 2.09712802e-04
1.98078826e-01, 2.10250902e-04
1.98419169e-01, 2.10786558e-04
1.98759511e-01, 2.11322214e-04
1.99099854e-01, 2.11857856e-04
1.99440196e-01, 2.12393497e-04
1.99780539e-01, 2.12929153e-04
2.00120881e-01, 2.13464809e-04
2.00461224e-01, 2.14000494e-04
2.00801566e-01, 2.14536107e-04
2.01141909e-01, 2.15071763e-04
2.01482251e-01, 2.15607477e-04
2.01822594e-01, 2.16082291e-04
2.02162936e-01, 2.16539120e-04
2.02503279e-01, 2.16995977e-04
2.02843621e-01, 2.17452834e-04
2.03183964e-01, 2.17909721e-04
2.03524306e-01, 2.18366622e-04
2.03864649e-01, 2.18820962e-04
2.04204991e-01, 2.19273526e-04
2.04545334e-01, 2.19726076e-04
2.04885677e-01, 2.20178612e-04
2.05226019e-01, 2.20631176e-04
2.05566362e-01, 2.21083712e-04
2.05906704e-01, 2.21536262e-04
2.06247047e-01, 2.21988812e-04
2.06587389e-01, 2.22441377e-04
2.06927732e-01, 2.22893941e-04
2.07268074e-01, 2.23346491e-04
2.07608417e-01, 2.23799027e-04
2.07948759e-01, 2.24251562e-04
2.08289102e-01, 2.24704170e-04
2.08629444e-01, 2.25156677e-04
2.08969787e-01, 2.25609212e-04
2.09310129e-01, 2.26061806e-04
2.09650472e-01, 2.26514341e-04
2.09990814e-01, 2.26966891e-04
2.10331157e-01, 2.27419456e-04
2.10671499e-01, 2.27859331e-04
2.11011842e-01, 2.28261822e-04
2.11352184e-01, 2.28664358e-04
2.11692527e-01, 2.29066878e-04
2.12032869e-01, 2.29469326e-04
2.12373212e-01, 2.29871875e-04
2.12713555e-01, 2.30274425e-04
2.13053897e-01, 2.30668753e-04
2.13394240e-01, 2.31056358e-04
2.13734582e-01, 2.31444035e-04
2.14074925e-01, 2.31831669e-04
2.14415267e-01, 2.32219332e-04
2.14755610e-01, 2.32606966e-04
2.15095952e-01, 2.32994658e-04
2.15436295e-01, 2.33382321e-04
2.15776637e-01, 2.33769955e-04
2.16116980e-01, 2.34157647e-04
2.16457322e-01, 2.34545369e-04
2.16797665e-01, 2.34933061e-04
2.17138007e-01, 2.35320738e-04
2.17478350e-01, 2.35708460e-04
2.17818692e-01, 2.36096181e-04
2.18159035e-01, 2.36483917e-04
2.18499377e-01, 2.36871667e-04
2.18839720e-01, 2.37259359e-04
2.19180062e-01, 2.37619694e-04
2.19520405e-01, 2.37924716e-04
2.19860747e-01, 2.38229652e-04
2.20201090e-01, 2.38534645e-04
2.20541432e-01, 2.38839639e-04
2.20881775e-01, 2.39144589e-04
2.21222118e-01, 2.39449597e-04
2.21562460e-01, 2.39754590e-04
2.21902803e-01, 2.40059613e-04
2.22243145e-01, 2.40369031e-04
2.22583488e-01, 2.40688707e-04
2.22923830e-01, 2.41008383e-04
2.23264173e-01, 2.41328118e-04
2.23604515e-01, 2.41647809e-04
2.23944858e-01, 2.41967515e-04
2.24285200e-01, 2.42287220e-04
2.24625543e-01, 2.42606940e-04
2.24965885e-01, 2.42926646e-04
2.25306228e-01, 2.43246352e-04
2.25646570e-01, 2.43566014e-04
2.25986913e-01, 2.43885763e-04
2.26327255e-01, 2.44205497e-04
2.26667598e-01, 2.44525145e-04
2.27007940e-01, 2.44844850e-04
2.27348283e-01, 2.45164585e-04
2.27688625e-01, 2.45484262e-04
2.28028968e-01, 2.45777337e-04
2.28369310e-01, 2.46040523e-04
2.28709653e-01, 2.46303738e-04
2.29049996e-01, 2.46566924e-04
2.29390338e-01, 2.46830110e-04
2.29730681e-01, 2.47093325e-04
2.30071023e-01, 2.47356598e-04
2.30411366e-01, 2.47619784e-04
2.30751708e-01, 2.47883028e-04
2.31092051e-01, 2.48146243e-04
2.31432393e-01, 2.48401484e-04
2.31772736e-01, 2.48650147e-04
2.32113078e-01, 2.48898781e-04
2.32453421e-01, 2.49147415e-04
2.32793763e-01, 2.49396049e-04
2.33134106e-01, 2.49644741e-04
2.33474448e-01, 2.49893405e-04
2.33814791e-01, 2.50142009e-04
2.34155133e-01, 2.50390673e-04
2.34495476e-01, 2.50639336e-04
2.34835818e-01, 2.50887970e-04
2.35176161e-01, 2.51136633e-04
2.35516503e-01, 2.51385296e-04
2.35856846e-01, 2.51633988e-04
2.36197188e-01, 2.51882710e-04
2.36537531e-01, 2.52131373e-04
2.36877874e-01, 2.52357946e-04
2.37218216e-01, 2.52575788e-04
2.37558559e-01, 2.52793572e-04
2.37898901e-01, 2.53011356e-04
2.38239244e-01, 2.53229169e-04
2.38579586e-01, 2.53446982e-04
2.38919929e-01, 2.53664824e-04
2.39260271e-01, 2.53882637e-04
2.39600614e-01, 2.54100451e-04
2.39940956e-01, 2.54318264e-04
2.40281299e-01, 2.54536077e-04
2.40621641e-01, 2.54753919e-04
2.40961984e-01, 2.54971703e-04
2.41302326e-01, 2.55189487e-04
2.41642669e-01, 2.55404710e-04
2.41983011e-01, 2.55618885e-04
2.42323354e-01, 2.55833205e-04
2.42663696e-01, 2.56047409e-04
2.43004039e-01, 2.56261672e-04
2.43344381e-01, 2.56475905e-04
2.43684724e-01, 2.56690168e-04
2.44025066e-01, 2.56904372e-04
2.44365409e-01, 2.57118605e-04
2.44705752e-01, 2.57332838e-04
2.45046094e-01, 2.57547072e-04
2.45386437e-01, 2.57761305e-04
2.45726779e-01, 2.57963256e-04
2.46067122e-01, 2.58149114e-04
2.46407464e-01, 2.58334971e-04
2.46747807e-01, 2.58520828e-04
2.47088149e-01, 2.58706685e-04
2.47428492e-01, 2.58892600e-04
2.47768834e-01, 2.59078457e-04
2.48109177e-01, 2.59264372e-04
2.48449519e-01, 2.59450200e-04
2.48789862e-01, 2.59636086e-04
2.49130204e-01, 2.59821943e-04
2.49470547e-01, 2.60007801e-04
2.49810889e-01, 2.60193658e-04
2.50151217e-01, 2.60379544e-04
2.50491560e-01, 2.60565401e-04
2.50831902e-01, 2.60751287e-04
2.51172245e-01, 2.60936562e-04
2.51512587e-01, 2.61119916e-04
2.51852930e-01, 2.61303328e-04
2.52193272e-01, 2.61486712e-04
2.52533615e-01, 2.61670124e-04
2.52873957e-01, 2.61853507e-04
2.53214300e-01, 2.62036920e-04
2.53554642e-01, 2.62220303e-04
2.53894985e-01, 2.62407586e-04
2.54235327e-01, 2.62595917e-04
2.54575670e-01, 2.62784219e-04
2.54916012e-01, 2.62972491e-04
2.55256355e-01, 2.63160822e-04
2.55596697e-01, 2.63349066e-04
2.55937040e-01, 2.63537397e-04
2.56277382e-01, 2.63725757e-04
2.56617725e-01, 2.63914029e-04
2.56958067e-01, 2.64102360e-04
